Dataset ID,Name,Description
1426,a5a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1427,a6a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1428,a7a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1429,a8a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1430,a9a,"**Author**: Ronny Kohavi"",""Barry Becker  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: http://archive.ics.uci.edu/ml/datasets/Adult  

#Dataset from the LIBSVM data repository.

Preprocessing: The original Adult data set has 14 features, among which six are continuous and eight are categorical. In this data set, continuous features are discretized into quantiles, and each quantile is represented by a binary feature. Also, a categorical feature with m categories is converted to m binary features. Details on how each feature is converted can be found in the beginning of each file from this page. 
http://research.microsoft.com/en-us/um/people/jplatt/adult.zip"
1432,colon-cancer,"**Author**: U. Alon"",""N. Barkai"",""D. A. Notterman"",""K. Gish"",""S.Ybarra"",""D.Mack"",""and A. J. Levine.  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: U. Alon, N. Barkai, D. A. Notterman, K. Gish, S.Ybarra, D.Mack, and A. J. Levine.
Broad patterns of gene expression revealed by clustering analysis of tumor and normal colon tissues probed by oligonucleotide arrays.
Cell Biology, 96:6745-6750, 1999.  

#Dataset from the LIBSVM data repository

Preprocessing: Instance-wise normalization to mean zero and variance one. Then feature-wise normalization to mean zero and variance one"
1433,svmguide1,"**Author**: Chih-Wei Hsu"",""Chih-Chung Chang"",""and Chih-Jen Lin.  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: Chih-Wei Hsu, Chih-Chung Chang, and Chih-Jen Lin.
A practical guide to support vector classification.
Technical report, Department of Computer Science, National Taiwan University, 2003.  

#Dataset from the LIBSVM data repository
Preprocessing: Original data: an astroparticle application from Jan Conrad of Uppsala University, Sweden."
1434,duke-breast-cancer,"**Author**: Shirish Krishnaj Shevade and S. Sathiya Keerthi.  
libSVM"",""AAD group  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: Shirish Krishnaj Shevade and S. Sathiya Keerthi.
A simple and efficient algorithm for gene selection using sparse logistic regression.
Bioinformatics, 19(17):2246-2253, 2003.  

#Dataset from the LIBSVM data repository.

Preprocessing: Instance-wise normalization to mean zero and variance one. Then feature-wise normalization to mean zero and variance one. The original dataset consists of 49 instances. Five are removed since the classification results using immunohistochemistry and protein immunoblotting assay confilcted. Of the remaining, two instances were rejected due to failed array hybridization. The rest data are further splited into training (38), and validation (4)."
1435,fourclass,"**Author**: Tin Kam Ho and Eugene M. Kleinberg.  
**Source**: [original](http://www.csie.ntu.edu.tw/~cjlin/libsvmtools/datasets/binary.html) - Date unknown  
**Please cite**: Tin Kam Ho and Eugene M. Kleinberg.
Building projectable classifiers of arbitrary complexity.
In Proceedings of the 13th International Conference on Pattern Recognition, pages 880-885, Vienna, Austria, August 1996.  

#Dataset from the LIBSVM data repository.

Preprocessing: transform to two-class"
1436,german.numer,
1441,KungChi3,"**Author**: Hans Bauer Jesus"",""Deter Bergman  
**Source**: Unknown - Date unknown  
**Please cite**:   

Kung chi"
1442,MegaWatt1,"**Author**: Hans Bauer Jesus"",""Deter Bergman  
**Source**: Unknown - Date unknown  
**Please cite**:   

Mega watt"
1443,PizzaCutter1,"**Author**: Hans Bauer Jesus"",""Deter Bergman  
**Source**: Unknown - Date unknown  
**Please cite**:   

Pizza cutter"
1444,PizzaCutter3,"**Author**: Hans Bauer Jesus"",""Deter Bergman  
**Source**: Unknown - Date unknown  
**Please cite**:   

Pizza cutter 3"
1446,CostaMadre1,"**Author**: Hans Bauer Jesus"",""Deter Bergman  
**Source**: Unknown - Date unknown  
**Please cite**:   

Costa madre 1"
